Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,hourly,employer_provided,min_salary,max_salary,avg_salary,python,azure,r studio,sql,hadoop,spark,java,sas,tableau,hive,scala,aws,tensorflow,c++,matlab,excel
Data Scientist,$95K - $150K (Glassdoor Est.),"if you're a data scientist with a passion for integrating modelling to new businesses. you thrive in deploying solutions to complex data. if this sounds like you, read on.

we are looking for both mid & senior data scientists so if you're a senior reading this and looking for a senior title & package, that's definitely on offer.
our data scientists also work alongside our research data science, data engineering , marketing science and r&d teams, to share and deliver their applied insights and ideas to help innovate and automate our model workflow and data pipelines.

maybe you are a data scientist with an interest in marketing, mmm or bayesian models that wants to explore and better connect our customers' domains to our product, growthos.

our customers are from a range of sectors including financial services, retail and fmcg and continuing to expand regularly.",,Mutinex,Sydney,0,0,95000.0,150000.0,122500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Employer Provided Salary:$120K - $170K,"mathspace is on a mission to change maths education, by helping students and teachers with smarter, interactive learning software.
we’re an agile run, product-orientated company that focuses on delivering value through continual customer feedback, enabling students and teachers to have a delightful experience through learning mathematics.
as an ml engineer working on a research-oriented product team, you will:
work closely with our product manager and infrastructure teams
improve the ml systems that include diagnosing student ability, estimating student knowledge profiles and recommending appropriate topics
enrich the mathspace web and mobile apps that help teach hundreds of thousands of students every month across the world",4.3,"Mathspace
4.3",Sydney,0,1,120000.0,170000.0,145000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Director – Data & Analytics,$150K (Glassdoor Est.),"the purpose of this role is to facilitate delivery of best in class analytic and data assessments and roadmaps per established processes and templates in concert with other business disciplines, to manage and develop the team and serve as a point of escalation as needed.
job title:
associate director – data & analytics
job description:
dentsu is a network designed for what’s next, helping clients predict and plan for disruptive future opportunities and create new paths to growth in the sustainable economy through five global leadership brands; carat, dentsu creative, dentsu x, iprospect and merkle, each with deep specialisms.
data in marketing and advertising communications is changing rapidly, as is the technology used to leverage it. as clients prepare for a cookieless, 1st party led world, they need help in designing and implementing analytical solutions to ensure effective media investment and optimisation.
melbourne - 510 church street
carat
full time
permanent",3.7,"Dentsu Aegis Network
3.7",Melbourne,0,0,150000.0,150000.0,150000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Computer Vision/Machine Learning Software Engineer C++/Python,$90K - $148K (Glassdoor Est.),"did you get into development to make the next newest and coolest application that makes people go ""wow"" ? good, read on...
algorithmic creative software work
high tech, innovative data science mechatronics startup
world class design and development

one of sydney's most innovative startups is looking for an engineer with a particular type of vision, one who in time is going to help shape the company's future. someone who is technically gifted, curious and keen to know the future is before it happens. aware of real world trends; the new, the mega and interesting and have a very good idea of the effects thereof. an individual who has the technical capability to make the future they imagine - real.





whats on offer?
what are they looking for?
please apply directly or send me an email at michael@mantechit.com.au for a chat, thank you",4.0,"Mantech
4.0",Sydney,0,0,90000.0,148000.0,119000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Machine Learning Engineer - Computer Vision,$163K - $190K (Glassdoor Est.),"as part of the ai research and deployment team, you’ll be helping make this the best place in the world to do applied ai.

\ud835\uddb6\ud835\uddc1\ud835\uddd2 join us?

\ud83d\udc99 do work that matters. we’re pioneering ai technologies that help raise the standard of healthcare for millions of people every day.
\ud83c\udf0f well-funded and global, backed by world-class investors including blackbird ventures, skip capital and horizon ventures. raised australia’s largest series b ($129m) in 2021.
\ud83c\udf1fwork with a bunch of awesome, genuine people who are passionate about what they do.
\ud83d\udcbb flexible and remote-friendly working
\ud83d\ude80make a real impact. you won’t be another ‘cog in the wheel’ here. we give full trust and autonomy for you to be heard, to work on the big hairy projects – and to make a real difference.",4.2,"Harrison.ai
4.2",Sydney,0,0,163000.0,190000.0,176500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst/Scientist,$70K - $126K (Glassdoor Est.),"the international institute of data & analytics (ida) is a not-for-profit hi-tech organization with foci on data science and big data analytics innovation, education and training, and commercialization and services. ida offers unique experiences and engagement models for bridging the gaps between academia and business, enabling industry and government `easy to do business with’ leading scientists and specialists in data & analytics, and building a platform for engagements and collaborations between outstanding researchers, practitioners and educators.
in data science and big data analytics, the ida creates enablers for:
leading the field of data science and analytics innovation, training and services by building think-tank and thought leadership, and next-generation of data scientists and professionals;",4.1,International Institute of Data & Analytics,Sydney,0,0,70000.0,126000.0,98000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,$95K - $150K (Glassdoor Est.),"posted date 12 september 2022
location sydney
industry data science
contact name chris gray
contact email chris@skltechnology.com.au
permanent roles within a dynamic insurance business | opportunity to work on projects across a number of divisions
our client has approval for a number of data scientist & senior data scientist roles within their group data division. the team is currently 4 in size and they are looking to double due to an increasing need to develop their machine learning and deep learning capabilities. they are looking for a mix of experience levels and technical strengths.",,SKL Actuarial,Sydney,0,0,95000.0,150000.0,122500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Applied Scientist/Machine Learning Engineer,Employer Provided Salary:$260K - $300K,"company description

jobs for humanity is dedicated to building an inclusive and just employment ecosystem. therefore, we have dedicated this job posting to individuals coming from the following communities: refugee, neurodivergent, single parent, blind or low vision, deaf or hard of hearding, black, hispanic, asian, military veterans, the elderly, the lgbtq, and justice impacted individuals. if you identify with any of the following communities do not hesitate to register.

company name: rokt

job description

about rokt

about the role

responsibilities",4.0,"Rokt
4.0",Sydney,0,1,260000.0,300000.0,280000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,$86K - $150K (Glassdoor Est.),"summary
beyond zero technology is seeking an experienced machine learning engineer to join their team and contribute to the development and deployment of machine learning models and algorithms. the ideal candidate should have a strong background in machine learning, programming skills, and the ability to collaborate with cross-functional teams to optimise model performance and enhance the company's ai capabilities.
about us
we are an advanced technology solutions company based in melbourne's east. delivering innovative and advanced commercial software solutions to some of the most well known australian and global businesses. our organisation is rapidly growing, and we are looking for a promising young and experienced individual to grow along with us.",,Beyond Zero Technologies,Vermont,0,0,86000.0,150000.0,118000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,$131K - $149K (Glassdoor Est.),"primary details
time type: full time
worker type: employee
senior data scientist
the opportunity
demonstrate your extensive data science knowledge and experience
contribute to qbe during a time of extensive data capability uplift
permanent position with flexible location
your new role
we have an exciting opportunity for a senior data scientist to join our team. reporting into the head of analytics, you will be responsible for applying scientific principles to business processes and decisions to improve the quality and performance of various business units, translate the decision-making needs and timeframes of internal business unit stakeholders into data driven, analytically tractable and scientifically provable problems and apply scientific methods and big data tools to resolve them. you will be sourcing and integrating relevant data and collaborating with technical and sme peers as required; and communicate results, findings, and recommendations back to business owners with actionable timeframes.
application close date: 26/07/2023 11:59 pm",4.0,"QBE
4.0",Sydney,0,0,131000.0,149000.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,$103K - $124K (Glassdoor Est.),"lead data scientist
as a lead data scientist, you will be responsible for developing and implementing data science strategy – which spans analytics through to machine learning across product development, performance improvement and risk management.
if you’re driven to succeed, have a desire to provide exceptional service and want to work for a company you’d be proud to tell your friends about; this is the perfect opportunity for you.

responsibilities
data strategy",,DNA Talent,Melbourne,0,0,103000.0,124000.0,113500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,$103K - $124K (Glassdoor Est.),"multiple positions
ongoing, long-term contract
remote working option
about the organization:
leading governmental organization looking for data scientists. you will have the opportunity to contribute to a vital cause by creating innovative software solutions to support their complex data management and analysis needs.

about the role:
as a data scientist you will be at the forefront of driving data-centric decisions and developing cutting-edge solutions. collaborating with cross-functional teams, you will work on a wide range of projects.





if the above sounds like something you’d be interested in, please hit apply now or alternatively send your updated cv to maaz@technologypeople.com.au.",4.0,"Technology People Australia
4.0",Melbourne,0,0,103000.0,124000.0,113500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Consultant, Data & Analytics",$65K - $95K (Glassdoor Est.),"want to bring ideas to life?
you’re in the right place. if you’re looking for a fresh challenge, why choose aurecon? it comes down to one, crucial question. what kind of world do you want to create for the next generation? truth is, the decisions being made right now will determine the future of everything – from the local community to the entire planet. one of those decisions is: who do you decide to work for?
how will your ideas contribute to shaping what’s next?
as a consultant in data & analytics you will work with stakeholders from a variety of industries, such as water and engineering to analyse, interpretate and manipulate different types of data.
your role will include:
embrace explorative techniques to analyse and manipulate large datasets and automate the processes using python",3.8,"Aurecon Group
3.8",Melbourne,0,0,65000.0,95000.0,80000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Specialist Machine Learning,$168K - $214K (Glassdoor Est.),"why microsoft

microsoft’s mission is to empower every person and every organization on the planet to achieve more. as employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

this role sits in our global black belt (gbb) organization, which is a team of highly specialized technical professionals within our microsoft customer & partner solutions organization (mcaps) who work with customers to enable some of the most complex and innovative solutions, providing differentiated technical leadership and guidance along the way. the ai team within the gbb organization consists of specialist and technology experts, who focus on specific domains, industries, and workloads, such as azure openai service, azure ai services, application development and machine learning.












microsoft is an equal opportunity employer. consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. if you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",4.3,"Microsoft
4.3",Sydney,0,0,168000.0,214000.0,191000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Deep Learning Software Engineer,$140K - $182K (Glassdoor Est.),"the deep learning software engineer will work in a small and dynamic team to design and implement state of the art machine learning and computer vision algorithms, including detection and classification techniques spanning a range of sensor modalities.
key qualification:
understanding of state of the art deep learning techniques
experience in productising deep learning and/or computer vision algorithms
expert knowledge and experience with developing algorithms that must run efficiently on resource constrained platforms
excellent programming skills of c/c++ and possibly python
experience with socor/and gpu acceleration",4.7,"BI Group
4.7",Melbourne,0,0,140000.0,182000.0,161000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Senior Machine Learning Engineer (Computer Vision),$97K - $114K (Glassdoor Est.),"anduril is a defence technology company, bringing silicon valley talent and funding to the defence sector. our technology helps our customers solve their toughest challenges by enabling them to make better, more informed decisions in life-and-death situations. we’ve assembled a diverse team of experts in artificial intelligence, computer vision, sensor fusion, optics, and data analysis to create software and hardware solutions that radically evolve the defence capabilities of the united states, and are now seeking to replicate our successes internationally with a team based in australia. if you are passionate about solving problems that have real impact, we want you to join anduril and help us build the future of defence capability.

at anduril australia we are developing unmanned systems for subsurface and other domains that will leverage unsupervised autonomy for the delivery of long endurance, multi-mission capability to our customers. these projects, including but not limited to the extra large autonomous undersea vehicle (xl-auv) program, require a senior machine learning engineer with deep experience developing, testing, validating and deploying machine-learning based sensor processing and the technical toolchains they rely on. the senior machine learning engineer strives to leverage their experience to rapidly architect, design, deliver, support, and evolve next generation autonomous vehicles through the entire product life-cycle.",4.6,"ANDURIL INDUSTRIES
4.6",Sydney,0,0,97000.0,114000.0,105500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casual Lecturer | Data Science,$54K - $81K (Glassdoor Est.),"james cook university brisbane is a campus of james cook university operated in partnership with russo higher education pty ltd. our queen street campus offers both undergraduate and postgraduate programs in a range of business disciplines to international full fee paying students from a range of home countries.

jcu brisbane has forged a reputation for making students job-ready in it, data science, business, education, and tourism. according to the 2023 good universities guide, jcu is number one in queensland for graduate starting salary and full-time employment outcomes for graduates. the brisbane campus began operations in 2006 and is one of the four campuses of jcu.

we are seeking applications for sessional lecturers in information technology and they will be responsible for teaching within the information technology discipline, which may include lectures, tutorials, computer laboratories, workshops, student consultation, marking and assessment activities.

the area of focus can include data science, cybersecurity, databases, networking, algorithms, web technologies, mobile technologies, cloud computing, and software engineering. application to industry may be looked on favourably.

we embrace the diversity of our people and flexible working arrangements to ensure our workforce is representative of the communities that we serve.

to be eligible for this position you must have an appropriate visa to work in australia/new zealand.

only shortlisted applicants will be contacted.",2.7,"Sarina Russo
2.7",Brisbane,0,0,54000.0,81000.0,67500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Professor in A.I & Machine Learning/Professor, Associate Professor & Senior Lecturer in Software Engineering",Employer Provided Salary:$128K,"job no: 542570
work type: full-time
location: geelong - waurn ponds, melbourne - burwood
categories: engineering
professor in artificial intelligence and machine learning/professor in software engineering/associate professor in software engineering / senior lecturer in software engineering
deakin is serious about growth and is seeking leaders in the disciplines of software engineering, and ai & machine learning who have the ambition to lead innovation in education and employability, research and industry engagement.
the school of information technology is positioned at the cutting edge of future industries and is home to three of the country’s leading it strategic research centres:",4.2,"Deakin University
4.2",Melbourne,0,1,128000.0,128000.0,128000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer – Machine Learning & Optimisation,$80K - $100K (Glassdoor Est.),"company description

bluescope is an australian-born, global success story, spanning 18 countries, with a team of over 15,000 people. we’re driven by innovation and are proud that the technologies in our products and brands, like colorbond® steel, inspire and protect everything from hospitals and bridges to stadiums and homes.

job description

want to solve software problems as well as manufacturing and business problems? do you enjoy problem solving and analytics as much as you do writing code?",3.6,"BlueScope
3.6",Melbourne,0,0,80000.0,100000.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Machine Learning Engineer - Deep Learning & Computer Vision,$163K - $190K (Glassdoor Est.),"as part of the ai research and deployment team, you’ll be helping make this the best place in the world to do applied ai.

\ud835\uddb6\ud835\uddc1\ud835\uddd2 join us?

\ud83d\udc99 do work that matters. we’re pioneering ai technologies that help raise the standard of healthcare for millions of people every day.
\ud83c\udf0f well-funded and global, backed by world-class investors including blackbird ventures, skip capital and horizon ventures. raised australia’s largest series b ($129m) in 2021.
\ud83c\udf1fwork with a bunch of awesome, genuine people who are passionate about what they do.
\ud83d\udcbb flexible and remote-friendly working
\ud83d\ude80make a real impact. you won’t be another ‘cog in the wheel’ here. we give full trust and autonomy for you to be heard, to work on the big hairy projects – and to make a real difference.",4.2,"Harrison.ai
4.2",Sydney,0,0,163000.0,190000.0,176500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Fellow in AI Planning and Machine Learning,Employer Provided Salary:$107K - $122K,"551470
canberra / act, act, australia, 2601
fixed term
closing on: aug 1 2023
position description
classification: academic level b
salary package: $107,475- $121,857 plus 17% superannuation
term: full time, fixed term (up to 2.5 years)
join the top research university in australia",4.0,"Australian National University
4.0",Canberra,0,1,107000.0,122000.0,114500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Machine Learning Scientist,Employer Provided Salary:$190K,"looking for an exciting opportunity to work with a company that is revolutionizing the world of artificial intelligence?

join a rapidly growing, innovative tech company at the forefront of the industry. an opportunity to work on cutting-edge technologies and help drive real-world business outcomes for clients.

what’s in it for you:

generous salary package - earn up to 190k base + super!
monthly team events and training
awesome and supportive team culture






• experience with other artificial intelligence technologies (knowledge engineering, planning and • scheduling, distributed ai, and multi-agent systems) is a plus.",4.5,"RunTime
4.5",Adelaide,0,1,190000.0,190000.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Data Engineer,$91K - $134K (Glassdoor Est.),"george weston foods make and supply some of australia & new zealand's favourite and most innovative brands and products. gwf's product range is diverse and includes leading brands of breads, baked goods, smallgoods, dips, flour, milled products, animal feed and hygiene solutions. we are one of anz's largest food manufacturers employing over 6000 people, across 50+ sites.
gwf is a wholly owned subsidiary of associated british foods plc, a diversified international food, ingredients and retail group with sales of £15.4bn, 133,000 employees and operations in 53 countries around the world.
the role: reporting to the gwf head of advance analytics & b.i., this role will support gwf business units to develop and mature their advance analytical capabilities through development of machine learning, data pipeline integration activities and the development/maintenance of machine learning models.

on a day-to-day basis, you will:

you'll join a supportive team where you can broaden your experience in a fast-paced environment. we offer a competitive remuneration package, flexible work environment, free product daily, company paid parental leave, income protection insurance through our default super fund, discounted private health insurance, access to novated leasing and study assistance.
sound like a good fit? apply now.. we'd love to hear from you! our people are the heart of business and are led by our four key values; safe, courageous, trusting and collaborative. by supporting their ability to work effectively and providing them with the tools they need to succeed, we are ensuring that we are the kind of company where talented people of all backgrounds want to work. across our organisation, we're creating a workplace where collaboration is important, courage is rewarded, trust is expected, and a strong safety mindset is the norm.",3.7,"GWF
3.7",Sydney,0,0,91000.0,134000.0,112500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist - 12 month Fixed Term (Maternity Leave Cover),$100K - $120K (Glassdoor Est.),"12 month fixed term (maternity leaver cover)
be part of one of the most innovative companies in australia
a place to be yourself and thrive professionally and personally
recognised as a top 10 place to work for women (by work180) & top 25 companies for career development (by linkedin)

about us
sportsbet is a leading australian e-commerce business in the online wagering sector, bringing excitement to over 2 million aussies. we do this by living our values to create an innovative entertainment brand, trailblazing products and best-in-class platforms that deliver great experiences to our customers.",4.0,"Sportsbet
4.0",Melbourne,0,0,100000.0,120000.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Vision & Machine Learning Engineer 80-100% (m/f/d),$86K - $150K (Glassdoor Est.),"zollikofen, bern
jetzt bewerben
we are one of the international market leaders for intelligent people flow solutions and meet challenges at airports, in retail, transportation and building management. our in-house, swiss made hardware and software for precise people counting optimize people flow while respecting data privacy. we are committed to the success of our customers and create a sense of safety and comfort for people on the move. our highly precise 3d stereo vision technology in combination with ai is the foundation for our success. while xovis consists 130 crew members worldwide, we have kept our start-up spirit.",3.3,"Xovis AG
3.3",Research,0,0,86000.0,150000.0,118000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Machine Learning Engineer,$168K - $216K (Glassdoor Est.),"primary details
time type: full time
worker type: employee
senior machine learning engineer
the opportunity
join qbe’s high performing data and analytics function
demonstrate your subject matter expertise in a senior role
permanent full time position with flexible location
your new role
this is a career defining opportunity for an experienced senior machine learning engineer to join qbe insurance's growing data and analytics team. reporting into the head of analytics, you will be responsible for delivering data science solutions to optimise business processes and providing decision support to improve the quality and performance of various business units. as part of a high performing data science team you will drive standards for ml ops and best practice data engineering, ensuring solutions are production quality and meet business needs. you will provide thought leadership on how to scale analytics solutions, design architectures, and communicate complex solutions to stakeholders in the business, it and digital teams.
application close date: 26/07/2023 11:59 pm",4.0,"QBE
4.0",Sydney,0,0,168000.0,216000.0,192000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Associate, Finance Data Science",$103K - $119K (Glassdoor Est.),"work type: permanent full time
location: nsw- sydney cbd
finance people play a pivotal role in ensuring that our customers are at the centre of everything we do.
your contribution is what matters, not your background.
you’ll have consistent, open, and targeted development conversations, driven at your desired pace.
it’s more than a career at nab. it’s about more opportunity, more moments to make a difference and more focus on you.
your job is just one part of your life. when you bring your ideas, energy, and hunger for growth to us, you’ll be recognised and rewarded for your contribution in return. you’ll have our support to excel for our customers, deliver positive change for our communities and grow your career.",3.9,"NAB - National Australia Bank
3.9",Sydney,0,0,103000.0,119000.0,111000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Expressions of Interest - Data & Machine Learning Consultant,Employer Provided Salary:$100K,"daimlinc is a cloud, data and machine learning consulting firm based in sydney. with a wealth of experience, we excel in developing secure, high-performing, and scalable data, ai, and ml solutions tailored to the needs of large global enterprises. our team is dedicated to assisting organizations in making intelligent, data-driven decisions by effectively interpreting their data and transforming it into valuable, actionable insights. we take pride in our ability to deliver meaningful information that drives impactful outcomes.
as trusted partners of aws and databricks, we are actively seeking skilled data & machine learning consultants to join our team in sydney. join us and become part of our collaborative team of experts dedicated to delivering innovative solutions in the field of data and machine learning.
about the role:",,Daimlinc,Sydney,0,1,100000.0,100000.0,100000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Lecturer or Senior Lecturer in Data Science,Employer Provided Salary:$103K - $122K,"reference number223140 - lecturer or senior lecturer in data science
lecturer/senior lecturer in data science
school of science & technology - sabl
continuing, full-time
$ 102,546 to $ 121,534 per annum (level b) or $ 125,329 to $144,321 (level c)
plus 17% employer superannuation
salary packaging options are available
relocation assistance provided
location: armidale or parramatta",2.9,"University of New England (UNE)
2.9",Armidale,0,1,103000.0,122000.0,112500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staff/Principal Machine Learning Engineer,Employer Provided Salary:$170K - $220K,"mutinex is a startup b2b saas platform that provides in-depth data analytics for marketers to better understand their roi and make better decisions with future spend.
founded in australia and with recent seed capital ($5 million, backed by evp) we are growing our team to continue to improve our product, bring in new customers and increase our customer satisfaction.
we are a hybrid work environment with no set or minimum days in office and with teams in sydney, melbourne and expanding into the us soon.
the role
this role will lead the machine learning engineering area at mutinex and as the owner of ml related infrastructure and pipelines, you will ensure the data scientists are able to experiment, train and deploy models with minimal friction.",,Mutinex,Redfern,0,1,170000.0,220000.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artificial Intelligence / Machine Learning,$103K - $161K (Glassdoor Est.),"location:
canberra
salary:
negotiable
job type:
contract
posted:
6 months ago
category:
artificial intelligence/machine learning
deadline:
july 30, 2023
job level:
sfia 5",5.0,"Illuminated Solutions
5.0",Canberra,0,0,103000.0,161000.0,132000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APS Level 5 - Statistical Analyst/Statistician,Employer Provided Salary:$81K - $88K,"job reference number 23-bidiv-18706
classification aps level 5
job title statistical analyst/statistician
division benefits integrity division
branch compliance assessment branch
section strategic policy and behavioural insight section
applications open date 13 july 2023
applications closing date 26 july 2023




applicants must be an australian citizen at the time an offer of employment is made
variety of pre-employment check processes, such as:
working with children and vulnerable people check.
required).",3.4,"National Health Funding Body
3.4",Canberra,0,1,81000.0,88000.0,84500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Engineering Manager - Editing AI (BE/Machine Learning),$140K - $170K (Glassdoor Est.),"join the team redefining how the world experiences design.

hey, g'day, mabuhay, kia ora,你好, hallo, vítejte!

thanks for stopping by. we know job hunting can be a little time consuming and you're probably keen to find out what's on offer, so we'll get straight to the point.


where and how you can work

our flagship campus is in sydney. we also have a campus in melbourne and co-working spaces in brisbane, perth and adelaide. but you have choice in where and how you work. that means if you want to do your thing in the office (if you're near one), at home or a bit of both, it's up to you.",4.4,"Canva
4.4",Sydney,0,0,140000.0,170000.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure Platform Engineer (Data & Analytics),$48K - $127K (Glassdoor Est.),"canberra and remote working
department of agriculture, water and the environment
one of our federal government clients is looking for azure platform engineer (data & analytics) in canberra and remote working.
we are looking for the following skills/experience:
experience designing, building and maintaining cloud hosted platforms and services (infrastructure, platform and software as a service).
experience developing, implementing, and supporting cloud infrastructure using an infrastructure as code (iac) approach.
experience working in data and analytics focused projects (data engineering, storage or data science).",3.8,"IT Alliance Australia
3.8",Canberra,0,0,48000.0,127000.0,87500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSIRO Postdoctoral Fellowship in Fairness Research in Machine Learning (FairML),Employer Provided Salary:$92K - $101K,"acknowledgement of country
csiro acknowledges the traditional owners of the land, sea and waters, of the area that we live and work on across australia. we acknowledge their continuing connection to their culture and pay our respects to their elders past and present. view our vision towards reconciliation
child safety
csiro is committed to the safety and wellbeing of all children and young people involved in our activities and programs. view our child safe policy.
the opportunity",4.1,"CSIRO
4.1",Melbourne,0,1,92000.0,101000.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,$110K - $165K (Glassdoor Est.),"gumgum is a contextual-first, global digital advertising platform that uses advanced ai technology to serve captivating creative ads that drive consumer attention, without the use of personal data. at gumgum, we don't need to know who you are to deliver relevant and engaging ads that align with your active frame of mind. we believe that a digital advertising industry based on context rather than personal data builds a more equitable and less invasive future for the internet and is better for consumers, publishers and advertisers alike. our blueprint for the future, the mindset matrix™, combines the power of context and creative in digital advertising to deliver superior attention and drive consumer action without sacrificing personal data.
to be a part of this next phase of digital advertising that prioritizes data privacy, please visit www.gumgum.com/careers
the role is responsible for developing machine learning and optimisation processes and integrating them into the advertising delivery stack. these processes use historical advertising campaign data to help match ads to urls for the purposes of increasing the visual attention given to our client's ads. they need to balance a range of other constraints about both the cost of media inventory and the set of competing ad campaigns that need to be delivered.",4.4,"GumGum
4.4",Sydney,0,0,110000.0,165000.0,137500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Employer Provided Salary:$180K,"data scientist (senior)
salary: $180k package
location: sydney, cbd (hybrid)

i am looking for an experienced data scientist with proven success in driving development and adoption of machine learning and analytics across the organisation to improve business outcomes.
the senior data scientist is a key transformational role, helping drive the development & adoption of machine learning & analytics across the enterprise. as a key member of my clients data science chapter, you will support the ideation, build, development, deployment and drive the adoption of data science within the organisation. you will be joining a team with a phenomenal culture, where an innovative and entrepreneurial mindset is openly celebrated and supported.",4.2,"Charterhouse
4.2",Sydney,0,1,180000.0,180000.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist (Advanced Analytics),$95K - $150K (Glassdoor Est.),"job tasks and responsibilities about the role: work with customers to identify opportunities where artificial intelligence (ai), machine learning (ml), and advanced analytics (aa) can be applied to data and solve the customers pain points. individually or collaborate with other team members to develop ai/ml/aa prototypes/proof-of-concept/proof-of-value to derive actionable insights from data. collaborate with the customers and internal stakeholders to architect the overall supporting storage and compute infrastructure to support the deployment of the ai/ml/aa models, applications, and visualisation of the results. collaborate with the relevant project managers to conceptualise, develop project scope, requirements, budget, and timeline for the implementation of the identified ai/ml/aa projects. implement the ai/ml/aa projects and to ensure that the projects' ai/ml/aa objectives are met. skills and experience to be considered for this role, you should have the following skills and qualifications:- bachelors (honours) in computer science, information system, statistics, applied mathematics, operations research, or related disciplines. 10+ years experience in artificial intelligence (ai), machine learning (ml) and advanced analytics (aa) domain experience in public safety, defence, transport, education and healthcare are highly desirable. smart city, social media and procurement domain experience in ai, ml, aa also highly desirable. experience with large data sets, including statistical analyses, data visualization, data mining and data cleansing/transformation and machine learning experience in solutions using technologies such as hadoop/hive/hbase/nosql and developer skills in python, perl, and java are highly desired good technical understanding on big data architectures (hadoop, mpp, in-database) predictive analytics and machine learning general data science familiarity with statistical software and programming language: sas, spss, sql, stata, r & python (at least 2 desirable) if you are interested please share your cv via resume@mindcloud.com.au in ms word format along with your visa status, notice period , only au citizen or pr will be considered. we do have other roles available and all roles have to be filled in june. for more jobs details please visit our website: www.mindcloud.com.au or reach us via resume@mindcloud.com.au",,Mindcloud Consultants,Sydney,0,0,95000.0,150000.0,122500.0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
LIMS Project - Data Migration Engineer (VPSG4),Employer Provided Salary:$91K - $104K,"job description
location: melbourne | northern metropolitan
job type: full time / 6 months
organisation: victoria police
salary: $91,418 - $103,725
occupation: it and telecommunications
reference: vg/e20043866",2.7,"Victoria Police
2.7",Melbourne,0,1,91000.0,104000.0,97500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
